review_id,product_category,product_name,user_id,review_title,review_text,rating,verified_purchase,helpful_votes,sentiment
272,Electronics,Smartphone,U5039,Okay,Really disappointed with the Smartphone.,1,No,36,Negative
273,Electronics,Bluetooth Speaker,U4915,Great!,"The Bluetooth Speaker is amazing, I love it!",5,Yes,35,Positive
274,Electronics,Bluetooth Speaker,U1510,Terrible,"The Bluetooth Speaker works okay, but could be better.",2,Yes,37,Negative
275,Home & Kitchen,Microwave Oven,U7078,Terrible,I use this Microwave Oven every day and it’s fantastic.,5,No,50,Positive
276,Fashion,T-shirt,U5094,Great!,The T-shirt stopped working after a week.,4,Yes,46,Positive
277,Electronics,Laptop,U1841,Great!,"The Laptop is amazing, I love it!",1,No,50,Negative
278,Fashion,Sneakers,U9975,Loved it,Decent Sneakers for the price point.,4,Yes,39,Positive
279,Home & Kitchen,Vacuum Cleaner,U3480,Okay,Really disappointed with the Vacuum Cleaner.,3,No,35,Neutral
280,Fashion,Jacket,U7468,Not good,Exceeded my expectations! Great Jacket.,3,No,36,Neutral
281,Beauty,Lipstick,U5045,Okay,"The Lipstick works okay, but could be better.",4,No,47,Positive
282,Beauty,Face Cream,U8082,Okay,Exceeded my expectations! Great Face Cream.,5,Yes,50,Positive
283,Electronics,Smartwatch,U4192,Great!,"The Smartwatch works okay, but could be better.",1,Yes,39,Negative
284,Home & Kitchen,Blender,U9014,Not good,"The Blender works okay, but could be better.",2,No,30,Negative
285,Fashion,Jacket,U8248,Great!,"Not worth the money, poor quality Jacket.",1,No,41,Negative
286,Beauty,Shampoo,U7150,Not good,"The Shampoo works okay, but could be better.",3,Yes,42,Neutral
287,Beauty,Hair Dryer,U5613,Okay,Exceeded my expectations! Great Hair Dryer.,2,No,34,Negative
288,Electronics,Wireless Headphones,U5807,Great!,Exceeded my expectations! Great Wireless Headphones.,4,Yes,44,Positive
289,Home & Kitchen,Air Fryer,U7324,Not good,"The Air Fryer is amazing, I love it!",3,No,22,Neutral
290,Home & Kitchen,Blender,U6537,Great!,Really disappointed with the Blender.,3,Yes,19,Neutral
291,Fashion,Handbag,U2331,Loved it,Exceeded my expectations! Great Handbag.,1,Yes,43,Negative
292,Electronics,Smartwatch,U3224,Okay,"The Smartwatch works okay, but could be better.",2,No,10,Negative
293,Fashion,Handbag,U2560,Not good,I use this Handbag every day and it’s fantastic.,4,Yes,12,Positive
294,Electronics,Smartphone,U4338,Not good,Decent Smartphone for the price point.,5,No,0,Positive
295,Fashion,Jeans,U5171,Terrible,The Jeans stopped working after a week.,1,No,46,Negative
296,Fashion,T-shirt,U6627,Loved it,"Not worth the money, poor quality T-shirt.",1,No,28,Negative
297,Home & Kitchen,Microwave Oven,U8905,Okay,The Microwave Oven stopped working after a week.,5,No,50,Positive
298,Beauty,Perfume,U4298,Great!,Really disappointed with the Perfume.,1,No,46,Negative
299,Home & Kitchen,Vacuum Cleaner,U9711,Great!,I use this Vacuum Cleaner every day and it’s fantastic.,2,Yes,10,Negative
300,Beauty,Face Cream,U7026,Okay,Really disappointed with the Face Cream.,4,Yes,46,Positive
301,Fashion,Jeans,U4089,Okay,"The Jeans works okay, but could be better.",1,No,6,Negative
302,Fashion,Sneakers,U7024,Great!,The Sneakers stopped working after a week.,5,No,38,Positive
303,Books,Self-help Book,U5330,Great!,Really disappointed with the Self-help Book.,3,Yes,28,Neutral
304,Beauty,Hair Dryer,U8308,Great!,"The Hair Dryer is amazing, I love it!",2,Yes,2,Negative
305,Fashion,Handbag,U5850,Terrible,I use this Handbag every day and it’s fantastic.,5,No,37,Positive
306,Electronics,Smartwatch,U6557,Not good,Exceeded my expectations! Great Smartwatch.,3,No,11,Neutral
307,Fashion,Jeans,U8578,Not good,"Not worth the money, poor quality Jeans.",4,No,36,Positive
308,Beauty,Hair Dryer,U8134,Great!,Decent Hair Dryer for the price point.,3,Yes,24,Neutral
309,Beauty,Lipstick,U3100,Terrible,Really disappointed with the Lipstick.,2,No,17,Negative
310,Electronics,Smartwatch,U5001,Terrible,I use this Smartwatch every day and it’s fantastic.,4,No,39,Positive
311,Books,Fiction Novel,U8564,Great!,I use this Fiction Novel every day and it’s fantastic.,2,Yes,47,Negative
312,Books,Biography,U7043,Okay,"The Biography works okay, but could be better.",3,No,1,Neutral
313,Fashion,Handbag,U3240,Not good,I use this Handbag every day and it’s fantastic.,2,No,19,Negative
314,Books,Fiction Novel,U2197,Loved it,"Not worth the money, poor quality Fiction Novel.",3,Yes,7,Neutral
315,Books,Children's Story,U5359,Loved it,Decent Children's Story for the price point.,2,Yes,47,Negative
316,Home & Kitchen,Microwave Oven,U9228,Loved it,Decent Microwave Oven for the price point.,2,Yes,11,Negative
317,Home & Kitchen,Blender,U7839,Okay,Exceeded my expectations! Great Blender.,4,Yes,10,Positive
318,Beauty,Shampoo,U3632,Loved it,Exceeded my expectations! Great Shampoo.,2,Yes,42,Negative
319,Home & Kitchen,Microwave Oven,U2406,Terrible,Really disappointed with the Microwave Oven.,2,No,10,Negative
320,Home & Kitchen,Air Fryer,U8610,Loved it,Exceeded my expectations! Great Air Fryer.,1,No,16,Negative
321,Fashion,Jacket,U9697,Not good,"The Jacket works okay, but could be better.",1,No,33,Negative
322,Electronics,Wireless Headphones,U3365,Okay,Decent Wireless Headphones for the price point.,3,Yes,22,Neutral
323,Electronics,Smartwatch,U8509,Terrible,I use this Smartwatch every day and it’s fantastic.,4,No,11,Positive
324,Beauty,Face Cream,U1994,Great!,"The Face Cream works okay, but could be better.",2,No,7,Negative
325,Fashion,Handbag,U3748,Loved it,Decent Handbag for the price point.,1,Yes,17,Negative
326,Fashion,Jacket,U1235,Okay,Decent Jacket for the price point.,3,No,18,Neutral
327,Beauty,Shampoo,U3066,Great!,"Not worth the money, poor quality Shampoo.",3,No,17,Neutral
328,Home & Kitchen,Coffee Maker,U4868,Not good,"Not worth the money, poor quality Coffee Maker.",1,No,41,Negative
329,Beauty,Face Cream,U6625,Great!,"The Face Cream is amazing, I love it!",5,Yes,0,Positive
330,Fashion,T-shirt,U8516,Okay,Decent T-shirt for the price point.,2,No,47,Negative
331,Books,Biography,U6192,Loved it,Decent Biography for the price point.,2,Yes,24,Negative
332,Electronics,Bluetooth Speaker,U2164,Loved it,"The Bluetooth Speaker works okay, but could be better.",2,No,34,Negative
333,Electronics,Laptop,U8939,Loved it,"The Laptop is amazing, I love it!",5,Yes,16,Positive
334,Home & Kitchen,Blender,U3590,Great!,I use this Blender every day and it’s fantastic.,4,No,17,Positive
335,Electronics,Smartphone,U9876,Loved it,Decent Smartphone for the price point.,1,No,32,Negative
336,Books,Self-help Book,U3760,Loved it,"The Self-help Book is amazing, I love it!",3,Yes,22,Neutral
337,Electronics,Smartphone,U1153,Okay,Decent Smartphone for the price point.,1,Yes,48,Negative
338,Books,Children's Story,U1309,Terrible,I use this Children's Story every day and it’s fantastic.,5,No,2,Positive
339,Electronics,Smartwatch,U5853,Loved it,Decent Smartwatch for the price point.,4,No,23,Positive
340,Beauty,Hair Dryer,U6934,Not good,I use this Hair Dryer every day and it’s fantastic.,3,Yes,12,Neutral
341,Books,Self-help Book,U3779,Loved it,Really disappointed with the Self-help Book.,1,No,41,Negative
342,Fashion,Sneakers,U3695,Great!,The Sneakers stopped working after a week.,3,Yes,7,Neutral
343,Home & Kitchen,Vacuum Cleaner,U8683,Terrible,"The Vacuum Cleaner is amazing, I love it!",1,Yes,42,Negative
344,Books,Biography,U9308,Loved it,"Not worth the money, poor quality Biography.",2,No,2,Negative
345,Books,Cookbook,U1862,Not good,"The Cookbook works okay, but could be better.",3,No,18,Neutral
346,Electronics,Bluetooth Speaker,U7102,Terrible,"The Bluetooth Speaker works okay, but could be better.",5,No,20,Positive
347,Fashion,Jeans,U4670,Loved it,"The Jeans is amazing, I love it!",1,Yes,8,Negative
348,Electronics,Wireless Headphones,U9342,Loved it,I use this Wireless Headphones every day and it’s fantastic.,3,No,35,Neutral
349,Books,Biography,U2937,Great!,Decent Biography for the price point.,1,No,26,Negative
350,Fashion,T-shirt,U7797,Not good,I use this T-shirt every day and it’s fantastic.,2,No,3,Negative
351,Electronics,Laptop,U7133,Loved it,Decent Laptop for the price point.,2,Yes,2,Negative
352,Home & Kitchen,Microwave Oven,U2920,Okay,Exceeded my expectations! Great Microwave Oven.,3,No,46,Neutral
353,Beauty,Perfume,U9782,Not good,The Perfume stopped working after a week.,1,Yes,46,Negative
354,Fashion,Jeans,U3986,Loved it,I use this Jeans every day and it’s fantastic.,2,Yes,10,Negative
355,Electronics,Wireless Headphones,U4644,Not good,"The Wireless Headphones works okay, but could be better.",3,Yes,44,Neutral
356,Electronics,Wireless Headphones,U9841,Not good,Exceeded my expectations! Great Wireless Headphones.,5,Yes,28,Positive
357,Books,Fiction Novel,U3613,Loved it,"The Fiction Novel works okay, but could be better.",2,No,37,Negative
358,Home & Kitchen,Vacuum Cleaner,U1937,Terrible,I use this Vacuum Cleaner every day and it’s fantastic.,3,Yes,23,Neutral
359,Books,Biography,U1755,Loved it,"Not worth the money, poor quality Biography.",3,No,26,Neutral
360,Electronics,Laptop,U6291,Okay,Decent Laptop for the price point.,5,Yes,25,Positive
361,Beauty,Lipstick,U5633,Great!,Really disappointed with the Lipstick.,4,No,15,Positive
362,Electronics,Laptop,U9220,Terrible,"The Laptop is amazing, I love it!",3,Yes,19,Neutral
363,Fashion,Handbag,U3583,Not good,The Handbag stopped working after a week.,3,Yes,19,Neutral
364,Home & Kitchen,Air Fryer,U3468,Loved it,Decent Air Fryer for the price point.,3,No,46,Neutral
365,Fashion,Jeans,U9711,Terrible,Decent Jeans for the price point.,2,No,29,Negative
366,Books,Cookbook,U8548,Loved it,The Cookbook stopped working after a week.,1,No,38,Negative
367,Fashion,Sneakers,U4951,Not good,Really disappointed with the Sneakers.,2,Yes,29,Negative
368,Fashion,Sneakers,U9265,Not good,Exceeded my expectations! Great Sneakers.,5,Yes,23,Positive
369,Books,Self-help Book,U7494,Terrible,I use this Self-help Book every day and it’s fantastic.,2,No,2,Negative
370,Beauty,Hair Dryer,U7381,Not good,Decent Hair Dryer for the price point.,1,Yes,25,Negative
371,Beauty,Shampoo,U8595,Loved it,I use this Shampoo every day and it’s fantastic.,5,Yes,0,Positive
372,Beauty,Perfume,U8689,Loved it,"The Perfume is amazing, I love it!",1,No,17,Negative
373,Fashion,Handbag,U7844,Terrible,The Handbag stopped working after a week.,4,Yes,47,Positive
374,Fashion,Jacket,U2523,Okay,"The Jacket works okay, but could be better.",3,Yes,20,Neutral
375,Fashion,Handbag,U7496,Great!,I use this Handbag every day and it’s fantastic.,1,Yes,19,Negative
376,Fashion,Sneakers,U5580,Not good,The Sneakers stopped working after a week.,5,No,20,Positive
377,Books,Fiction Novel,U5076,Loved it,"Not worth the money, poor quality Fiction Novel.",1,Yes,4,Negative
378,Electronics,Smartphone,U9671,Great!,I use this Smartphone every day and it’s fantastic.,5,Yes,6,Positive
379,Books,Children's Story,U6108,Okay,Decent Children's Story for the price point.,4,No,36,Positive
380,Beauty,Lipstick,U1911,Terrible,"Not worth the money, poor quality Lipstick.",4,Yes,31,Positive
381,Fashion,Handbag,U4350,Great!,Really disappointed with the Handbag.,3,Yes,12,Neutral
382,Electronics,Wireless Headphones,U6494,Terrible,The Wireless Headphones stopped working after a week.,2,Yes,5,Negative
383,Electronics,Bluetooth Speaker,U9244,Loved it,The Bluetooth Speaker stopped working after a week.,2,Yes,20,Negative
384,Books,Self-help Book,U3800,Terrible,I use this Self-help Book every day and it’s fantastic.,4,No,41,Positive
385,Books,Fiction Novel,U6048,Great!,"Not worth the money, poor quality Fiction Novel.",2,No,5,Negative
386,Beauty,Perfume,U9823,Loved it,"The Perfume is amazing, I love it!",1,Yes,45,Negative
387,Home & Kitchen,Blender,U7811,Okay,Decent Blender for the price point.,1,Yes,23,Negative
388,Electronics,Smartwatch,U4161,Okay,The Smartwatch stopped working after a week.,1,No,17,Negative
389,Beauty,Shampoo,U4810,Great!,"The Shampoo is amazing, I love it!",1,Yes,47,Negative
390,Home & Kitchen,Air Fryer,U8836,Great!,"The Air Fryer works okay, but could be better.",5,No,0,Positive
391,Electronics,Smartphone,U8565,Not good,Decent Smartphone for the price point.,1,No,1,Negative
392,Fashion,Sneakers,U2099,Terrible,"The Sneakers works okay, but could be better.",4,No,19,Positive
393,Beauty,Perfume,U5828,Not good,The Perfume stopped working after a week.,4,Yes,11,Positive
394,Fashion,T-shirt,U1085,Okay,Decent T-shirt for the price point.,4,Yes,1,Positive
395,Home & Kitchen,Coffee Maker,U9603,Loved it,Exceeded my expectations! Great Coffee Maker.,2,No,16,Negative
396,Beauty,Face Cream,U1223,Not good,The Face Cream stopped working after a week.,4,Yes,39,Positive
397,Beauty,Shampoo,U9871,Okay,"Not worth the money, poor quality Shampoo.",5,Yes,49,Positive
398,Electronics,Smartwatch,U8272,Not good,"The Smartwatch is amazing, I love it!",4,Yes,46,Positive
399,Books,Cookbook,U9221,Okay,The Cookbook stopped working after a week.,5,No,1,Positive
400,Books,Fiction Novel,U8151,Not good,I use this Fiction Novel every day and it’s fantastic.,3,Yes,33,Neutral
401,Beauty,Perfume,U7138,Not good,"Not worth the money, poor quality Perfume.",4,No,16,Positive
402,Home & Kitchen,Blender,U1426,Okay,"The Blender is amazing, I love it!",3,Yes,35,Neutral
403,Home & Kitchen,Blender,U4921,Not good,"The Blender works okay, but could be better.",1,Yes,48,Negative
404,Books,Fiction Novel,U8005,Not good,"The Fiction Novel is amazing, I love it!",1,Yes,20,Negative
405,Fashion,Handbag,U2482,Great!,I use this Handbag every day and it’s fantastic.,2,No,42,Negative
406,Home & Kitchen,Coffee Maker,U4133,Okay,Decent Coffee Maker for the price point.,4,Yes,25,Positive
407,Books,Fiction Novel,U6776,Loved it,"The Fiction Novel is amazing, I love it!",5,Yes,48,Positive
408,Fashion,Jeans,U9532,Great!,"The Jeans is amazing, I love it!",2,No,39,Negative
409,Books,Cookbook,U5566,Not good,"The Cookbook is amazing, I love it!",2,No,40,Negative
410,Beauty,Perfume,U6490,Loved it,"Not worth the money, poor quality Perfume.",1,Yes,8,Negative
411,Home & Kitchen,Microwave Oven,U7883,Not good,Exceeded my expectations! Great Microwave Oven.,2,No,6,Negative
412,Fashion,Jeans,U4720,Okay,Really disappointed with the Jeans.,1,Yes,22,Negative
413,Books,Cookbook,U7723,Great!,"The Cookbook works okay, but could be better.",4,Yes,0,Positive
414,Home & Kitchen,Blender,U7623,Not good,"The Blender works okay, but could be better.",3,No,3,Neutral
415,Home & Kitchen,Vacuum Cleaner,U8366,Not good,Exceeded my expectations! Great Vacuum Cleaner.,1,No,40,Negative
416,Beauty,Shampoo,U5144,Not good,Exceeded my expectations! Great Shampoo.,1,Yes,34,Negative
417,Beauty,Hair Dryer,U9120,Okay,"The Hair Dryer works okay, but could be better.",5,Yes,23,Positive
418,Beauty,Face Cream,U7642,Terrible,"The Face Cream works okay, but could be better.",4,No,11,Positive
419,Home & Kitchen,Blender,U1340,Not good,Decent Blender for the price point.,5,No,20,Positive
420,Electronics,Bluetooth Speaker,U5857,Not good,I use this Bluetooth Speaker every day and it’s fantastic.,3,Yes,12,Neutral
421,Home & Kitchen,Coffee Maker,U8762,Great!,"The Coffee Maker is amazing, I love it!",2,Yes,35,Negative
422,Beauty,Shampoo,U6562,Not good,Really disappointed with the Shampoo.,5,Yes,49,Positive
423,Home & Kitchen,Blender,U6095,Loved it,The Blender stopped working after a week.,2,No,17,Negative
424,Home & Kitchen,Coffee Maker,U6856,Not good,The Coffee Maker stopped working after a week.,2,Yes,24,Negative
425,Fashion,Handbag,U8152,Okay,Decent Handbag for the price point.,2,Yes,9,Negative
426,Home & Kitchen,Blender,U3602,Not good,"The Blender works okay, but could be better.",2,Yes,1,Negative
427,Fashion,T-shirt,U3037,Loved it,"The T-shirt is amazing, I love it!",5,Yes,41,Positive
428,Fashion,Handbag,U1361,Terrible,"The Handbag works okay, but could be better.",4,Yes,18,Positive
429,Fashion,T-shirt,U9285,Great!,"The T-shirt works okay, but could be better.",4,Yes,42,Positive
430,Beauty,Perfume,U7034,Great!,Really disappointed with the Perfume.,5,Yes,15,Positive
431,Beauty,Hair Dryer,U4353,Terrible,Decent Hair Dryer for the price point.,5,Yes,37,Positive
432,Fashion,Sneakers,U3252,Terrible,Decent Sneakers for the price point.,4,No,13,Positive
433,Electronics,Smartwatch,U8009,Terrible,I use this Smartwatch every day and it’s fantastic.,5,Yes,17,Positive
434,Electronics,Laptop,U8447,Okay,"Not worth the money, poor quality Laptop.",4,Yes,48,Positive
435,Books,Fiction Novel,U6081,Terrible,"The Fiction Novel works okay, but could be better.",5,No,22,Positive
436,Books,Self-help Book,U1143,Terrible,Really disappointed with the Self-help Book.,3,Yes,0,Neutral
437,Home & Kitchen,Vacuum Cleaner,U3551,Great!,"The Vacuum Cleaner works okay, but could be better.",4,Yes,46,Positive
438,Fashion,T-shirt,U7337,Terrible,Really disappointed with the T-shirt.,3,Yes,19,Neutral
439,Books,Cookbook,U5818,Terrible,"Not worth the money, poor quality Cookbook.",4,Yes,14,Positive
440,Home & Kitchen,Blender,U1749,Loved it,I use this Blender every day and it’s fantastic.,5,No,41,Positive
441,Beauty,Lipstick,U9431,Okay,"Not worth the money, poor quality Lipstick.",5,No,49,Positive
442,Home & Kitchen,Microwave Oven,U1458,Terrible,"The Microwave Oven works okay, but could be better.",2,Yes,33,Negative
443,Beauty,Shampoo,U8921,Terrible,Exceeded my expectations! Great Shampoo.,3,No,2,Neutral
444,Books,Cookbook,U9685,Not good,"The Cookbook works okay, but could be better.",3,Yes,46,Neutral
445,Books,Self-help Book,U2066,Terrible,Decent Self-help Book for the price point.,1,Yes,2,Negative
446,Home & Kitchen,Microwave Oven,U3525,Loved it,Really disappointed with the Microwave Oven.,5,No,0,Positive
447,Books,Biography,U2314,Terrible,Really disappointed with the Biography.,5,Yes,26,Positive
448,Electronics,Bluetooth Speaker,U3817,Okay,"The Bluetooth Speaker works okay, but could be better.",4,No,29,Positive
449,Fashion,T-shirt,U1666,Loved it,The T-shirt stopped working after a week.,2,No,3,Negative
450,Books,Cookbook,U4201,Okay,The Cookbook stopped working after a week.,4,Yes,49,Positive
451,Home & Kitchen,Vacuum Cleaner,U7473,Loved it,Really disappointed with the Vacuum Cleaner.,2,No,2,Negative
452,Beauty,Shampoo,U7914,Great!,Decent Shampoo for the price point.,5,Yes,14,Positive
453,Books,Self-help Book,U8908,Okay,"Not worth the money, poor quality Self-help Book.",3,No,46,Neutral
454,Beauty,Lipstick,U3763,Great!,Exceeded my expectations! Great Lipstick.,2,Yes,37,Negative
455,Home & Kitchen,Vacuum Cleaner,U4290,Loved it,"The Vacuum Cleaner works okay, but could be better.",3,Yes,42,Neutral
456,Books,Biography,U9370,Loved it,"Not worth the money, poor quality Biography.",4,No,48,Positive
457,Home & Kitchen,Coffee Maker,U3154,Loved it,"Not worth the money, poor quality Coffee Maker.",5,Yes,11,Positive
458,Electronics,Smartphone,U7647,Terrible,The Smartphone stopped working after a week.,1,Yes,39,Negative
459,Books,Fiction Novel,U3104,Not good,Decent Fiction Novel for the price point.,5,No,44,Positive
460,Books,Biography,U3815,Okay,"The Biography is amazing, I love it!",1,Yes,15,Negative
461,Beauty,Hair Dryer,U3071,Okay,Decent Hair Dryer for the price point.,4,No,30,Positive
462,Beauty,Shampoo,U2236,Terrible,Decent Shampoo for the price point.,3,Yes,39,Neutral
463,Home & Kitchen,Coffee Maker,U4478,Okay,Decent Coffee Maker for the price point.,5,No,18,Positive
464,Electronics,Wireless Headphones,U6619,Great!,"Not worth the money, poor quality Wireless Headphones.",1,No,22,Negative
465,Beauty,Face Cream,U4983,Loved it,Really disappointed with the Face Cream.,2,No,14,Negative
466,Books,Fiction Novel,U5171,Okay,Decent Fiction Novel for the price point.,1,No,18,Negative
467,Electronics,Smartphone,U7417,Great!,"Not worth the money, poor quality Smartphone.",3,No,50,Neutral
468,Home & Kitchen,Vacuum Cleaner,U9462,Loved it,Decent Vacuum Cleaner for the price point.,5,Yes,2,Positive
469,Electronics,Wireless Headphones,U4321,Great!,"The Wireless Headphones works okay, but could be better.",1,No,9,Negative
470,Books,Cookbook,U2941,Okay,Exceeded my expectations! Great Cookbook.,3,Yes,6,Neutral
471,Books,Biography,U2564,Terrible,I use this Biography every day and it’s fantastic.,2,Yes,13,Negative
472,Beauty,Perfume,U5749,Loved it,I use this Perfume every day and it’s fantastic.,5,Yes,21,Positive
473,Books,Biography,U4349,Terrible,Decent Biography for the price point.,1,No,41,Negative
474,Books,Cookbook,U1434,Terrible,Really disappointed with the Cookbook.,5,No,21,Positive
475,Home & Kitchen,Blender,U1241,Loved it,Exceeded my expectations! Great Blender.,2,No,19,Negative
476,Books,Cookbook,U7368,Great!,Really disappointed with the Cookbook.,3,Yes,3,Neutral
477,Books,Biography,U5783,Not good,Exceeded my expectations! Great Biography.,5,Yes,12,Positive
478,Home & Kitchen,Air Fryer,U2647,Okay,"The Air Fryer is amazing, I love it!",1,No,49,Negative
479,Home & Kitchen,Microwave Oven,U3876,Loved it,I use this Microwave Oven every day and it’s fantastic.,2,No,48,Negative
480,Home & Kitchen,Vacuum Cleaner,U1737,Not good,"The Vacuum Cleaner is amazing, I love it!",1,No,43,Negative
481,Home & Kitchen,Coffee Maker,U3409,Loved it,"Not worth the money, poor quality Coffee Maker.",2,Yes,35,Negative
482,Home & Kitchen,Coffee Maker,U9636,Loved it,"The Coffee Maker is amazing, I love it!",2,No,22,Negative
483,Electronics,Laptop,U2161,Great!,"The Laptop works okay, but could be better.",2,Yes,20,Negative
484,Fashion,T-shirt,U4012,Okay,Exceeded my expectations! Great T-shirt.,4,No,15,Positive
485,Home & Kitchen,Microwave Oven,U5728,Loved it,Decent Microwave Oven for the price point.,4,Yes,26,Positive
486,Books,Self-help Book,U3142,Terrible,Really disappointed with the Self-help Book.,4,Yes,30,Positive
487,Books,Cookbook,U1801,Not good,"The Cookbook is amazing, I love it!",3,Yes,46,Neutral
488,Home & Kitchen,Coffee Maker,U2315,Okay,"The Coffee Maker works okay, but could be better.",3,Yes,5,Neutral
489,Beauty,Perfume,U2083,Loved it,Decent Perfume for the price point.,2,No,48,Negative
490,Fashion,T-shirt,U4573,Great!,The T-shirt stopped working after a week.,5,Yes,13,Positive
491,Home & Kitchen,Blender,U8677,Loved it,I use this Blender every day and it’s fantastic.,5,No,47,Positive
492,Fashion,Jeans,U8948,Terrible,Exceeded my expectations! Great Jeans.,5,No,26,Positive
493,Books,Cookbook,U2853,Loved it,"The Cookbook is amazing, I love it!",4,No,39,Positive
494,Books,Biography,U1570,Great!,"Not worth the money, poor quality Biography.",1,No,19,Negative
495,Home & Kitchen,Blender,U4757,Great!,Really disappointed with the Blender.,1,No,14,Negative
496,Electronics,Smartwatch,U3033,Okay,"Not worth the money, poor quality Smartwatch.",1,Yes,37,Negative
497,Electronics,Smartwatch,U3421,Okay,Decent Smartwatch for the price point.,1,Yes,36,Negative
498,Home & Kitchen,Vacuum Cleaner,U5257,Okay,Decent Vacuum Cleaner for the price point.,3,No,13,Neutral
499,Beauty,Shampoo,U6057,Not good,"The Shampoo is amazing, I love it!",4,Yes,40,Positive
500,Home & Kitchen,Microwave Oven,U6276,Great!,"The Microwave Oven is amazing, I love it!",4,No,41,Positive
501,Books,Self-help Book,U2903,Okay,Exceeded my expectations! Great Self-help Book.,4,No,19,Positive
502,Home & Kitchen,Air Fryer,U4195,Great!,Decent Air Fryer for the price point.,1,No,41,Negative
503,Fashion,Sneakers,U8046,Okay,"Not worth the money, poor quality Sneakers.",4,No,39,Positive
504,Beauty,Face Cream,U2202,Okay,Really disappointed with the Face Cream.,1,No,43,Negative
505,Beauty,Lipstick,U6638,Terrible,Decent Lipstick for the price point.,5,No,19,Positive
506,Books,Cookbook,U5504,Okay,"The Cookbook is amazing, I love it!",1,No,45,Negative
507,Electronics,Bluetooth Speaker,U7372,Not good,I use this Bluetooth Speaker every day and it’s fantastic.,5,No,16,Positive
508,Electronics,Smartwatch,U9579,Terrible,Really disappointed with the Smartwatch.,1,Yes,15,Negative
509,Electronics,Laptop,U9626,Loved it,I use this Laptop every day and it’s fantastic.,1,Yes,9,Negative
510,Home & Kitchen,Coffee Maker,U9641,Terrible,Really disappointed with the Coffee Maker.,5,No,20,Positive
511,Electronics,Smartphone,U2005,Not good,"The Smartphone is amazing, I love it!",2,Yes,37,Negative
512,Electronics,Smartphone,U1761,Great!,"The Smartphone works okay, but could be better.",5,No,6,Positive
513,Electronics,Bluetooth Speaker,U3761,Okay,Really disappointed with the Bluetooth Speaker.,4,No,26,Positive
514,Beauty,Perfume,U9328,Great!,"The Perfume is amazing, I love it!",4,No,44,Positive
515,Fashion,Sneakers,U1508,Not good,The Sneakers stopped working after a week.,5,Yes,15,Positive
516,Fashion,Jacket,U9837,Loved it,The Jacket stopped working after a week.,5,Yes,44,Positive
517,Home & Kitchen,Blender,U9169,Loved it,Really disappointed with the Blender.,4,Yes,28,Positive
518,Home & Kitchen,Air Fryer,U3424,Not good,"The Air Fryer works okay, but could be better.",4,No,46,Positive
519,Beauty,Hair Dryer,U9335,Loved it,"Not worth the money, poor quality Hair Dryer.",4,Yes,12,Positive
520,Electronics,Laptop,U4456,Great!,Exceeded my expectations! Great Laptop.,5,Yes,18,Positive
521,Books,Children's Story,U9346,Not good,"The Children's Story works okay, but could be better.",5,Yes,26,Positive
522,Fashion,Sneakers,U4466,Loved it,The Sneakers stopped working after a week.,5,No,3,Positive
523,Fashion,T-shirt,U2880,Okay,"The T-shirt works okay, but could be better.",3,Yes,26,Neutral
524,Beauty,Lipstick,U9358,Okay,The Lipstick stopped working after a week.,2,No,26,Negative
525,Electronics,Laptop,U2831,Loved it,"Not worth the money, poor quality Laptop.",4,No,35,Positive
526,Electronics,Wireless Headphones,U4040,Okay,I use this Wireless Headphones every day and it’s fantastic.,4,No,24,Positive
527,Beauty,Face Cream,U4401,Loved it,Decent Face Cream for the price point.,5,Yes,29,Positive
528,Fashion,Jeans,U9374,Terrible,The Jeans stopped working after a week.,3,Yes,29,Neutral
529,Electronics,Wireless Headphones,U2932,Not good,Decent Wireless Headphones for the price point.,5,No,23,Positive
530,Home & Kitchen,Vacuum Cleaner,U2100,Not good,I use this Vacuum Cleaner every day and it’s fantastic.,2,Yes,1,Negative
531,Books,Children's Story,U4742,Great!,Exceeded my expectations! Great Children's Story.,3,Yes,17,Neutral
532,Home & Kitchen,Air Fryer,U4157,Loved it,"The Air Fryer works okay, but could be better.",1,Yes,26,Negative
533,Electronics,Wireless Headphones,U1128,Great!,"The Wireless Headphones is amazing, I love it!",1,No,44,Negative
534,Home & Kitchen,Microwave Oven,U1989,Loved it,Really disappointed with the Microwave Oven.,5,Yes,50,Positive
535,Beauty,Face Cream,U7710,Not good,"The Face Cream is amazing, I love it!",5,Yes,11,Positive
536,Beauty,Perfume,U5159,Terrible,The Perfume stopped working after a week.,3,No,25,Neutral
537,Electronics,Bluetooth Speaker,U3163,Great!,The Bluetooth Speaker stopped working after a week.,2,Yes,47,Negative
538,Home & Kitchen,Coffee Maker,U7051,Not good,"The Coffee Maker is amazing, I love it!",2,Yes,43,Negative
539,Books,Cookbook,U4445,Okay,The Cookbook stopped working after a week.,1,No,25,Negative
540,Fashion,Sneakers,U4081,Okay,I use this Sneakers every day and it’s fantastic.,3,No,0,Neutral
541,Fashion,T-shirt,U7884,Not good,Decent T-shirt for the price point.,2,No,23,Negative
542,Home & Kitchen,Coffee Maker,U2416,Great!,Decent Coffee Maker for the price point.,2,Yes,46,Negative
543,Home & Kitchen,Microwave Oven,U2829,Great!,I use this Microwave Oven every day and it’s fantastic.,4,No,14,Positive
544,Books,Fiction Novel,U9113,Not good,Really disappointed with the Fiction Novel.,2,No,5,Negative
